suite_size,killed_892,score_892,killed_5,score_5
12,173,69.2,31,12.4
11,176,70.4,32,12.8
11,179,71.6,49,19.6
12,158,63.2,38,15.2
9,190,76,40,16
12,178,71.2,41,16.4
14,176,70.4,43,17.2
11,178,71.2,50,20
12,186,74.4,46,18.4
12,183,73.2,44,17.6
13,188,75.2,43,17.2
10,168,67.2,38,15.2
10,162,64.8,39,15.6
10,180,72,49,19.6
11,174,69.6,43,17.2
10,167,66.8,39,15.6
13,160,64,36,14.4
12,186,74.4,44,17.6
14,177,70.8,45,18
12,183,73.2,40,16
10,175,70,40,16
12,183,73.2,46,18.4
11,177,70.8,41,16.4
10,168,67.2,38,15.2
10,183,73.2,46,18.4
11,182,72.8,38,15.2
10,170,68,36,14.4
9,174,69.6,41,16.4
11,176,70.4,40,16
11,172,68.8,44,17.6
9,181,72.4,38,15.2
7,158,63.2,45,18
11,179,71.6,34,13.6
9,189,75.6,42,16.8
10,180,72,41,16.4
11,162,64.8,30,12
11,181,72.4,41,16.4
14,175,70,37,14.8
11,166,66.4,37,14.8
9,171,68.4,47,18.8
