suite_size,killed_105,score_105,killed_11,score_11
5,162,64.8,137,54.8
5,161,64.4,133,53.2
8,156,62.4,131,52.4
11,172,68.8,146,58.4
9,170,68,144,57.6
6,157,62.8,131,52.4
10,162,64.8,137,54.8
7,159,63.6,135,54
5,165,66,139,55.6
7,167,66.8,143,57.2
4,155,62,129,51.6
7,169,67.6,145,58
9,162,64.8,137,54.8
7,155,62,130,52
7,165,66,140,56
6,150,60,124,49.6
9,157,62.8,133,53.2
5,169,67.6,143,57.2
6,163,65.2,135,54
10,166,66.4,142,56.8
10,166,66.4,141,56.4
8,160,64,134,53.6
5,165,66,141,56.4
8,149,59.6,124,49.6
8,167,66.8,140,56
8,165,66,138,55.2
8,159,63.6,134,53.6
7,161,64.4,136,54.4
7,166,66.4,139,55.6
8,154,61.6,129,51.6
12,162,64.8,138,55.2
8,174,69.6,149,59.6
7,163,65.2,136,54.4
6,157,62.8,131,52.4
7,168,67.2,145,58
6,163,65.2,139,55.6
12,159,63.6,135,54
7,165,66,137,54.8
9,159,63.6,132,52.8
6,145,58,120,48
