suite_size,killed_105,score_105,killed_11,score_11
5,156,62.4,130,52
3,147,58.8,120,48
5,146,58.4,121,48.4
4,148,59.2,122,48.8
4,149,59.6,121,48.4
4,152,60.8,125,50
5,148,59.2,123,49.2
5,156,62.4,130,52
3,141,56.4,115,46
4,146,58.4,118,47.2
5,163,65.2,135,54
3,141,56.4,112,44.8
5,163,65.2,136,54.4
3,167,66.8,140,56
6,154,61.6,127,50.8
5,145,58,121,48.4
3,148,59.2,119,47.6
4,147,58.8,122,48.8
5,166,66.4,139,55.6
6,161,64.4,133,53.2
2,137,54.8,111,44.4
5,159,63.6,133,53.2
5,155,62,130,52
4,162,64.8,135,54
3,146,58.4,119,47.6
5,150,60,124,49.6
3,152,60.8,123,49.2
8,165,66,140,56
7,153,61.2,127,50.8
6,156,62.4,130,52
8,157,62.8,133,53.2
4,152,60.8,124,49.6
8,166,66.4,139,55.6
6,154,61.6,128,51.2
6,160,64,133,53.2
6,146,58.4,119,47.6
5,160,64,133,53.2
5,168,67.2,141,56.4
3,150,60,124,49.6
6,148,59.2,121,48.4
