suite_size,killed_105,score_105,killed_11,score_11
5,166,66.4,140,56
3,139,55.6,112,44.8
3,131,52.4,107,42.8
6,149,59.6,124,49.6
7,167,66.8,139,55.6
4,161,64.4,132,52.8
5,149,59.6,120,48
6,152,60.8,126,50.4
4,156,62.4,130,52
4,142,56.8,112,44.8
5,153,61.2,125,50
4,152,60.8,125,50
8,158,63.2,130,52
3,137,54.8,109,43.6
3,162,64.8,134,53.6
6,166,66.4,141,56.4
5,150,60,124,49.6
2,129,51.6,100,40
5,151,60.4,128,51.2
3,151,60.4,124,49.6
5,143,57.2,116,46.4
4,148,59.2,125,50
6,165,66,138,55.2
3,170,68,141,56.4
6,150,60,123,49.2
7,171,68.4,146,58.4
4,162,64.8,133,53.2
5,158,63.2,133,53.2
4,152,60.8,127,50.8
5,153,61.2,126,50.4
4,143,57.2,115,46
3,146,58.4,119,47.6
7,155,62,130,52
3,141,56.4,116,46.4
8,154,61.6,128,51.2
4,143,57.2,119,47.6
3,162,64.8,135,54
4,138,55.2,116,46.4
6,148,59.2,123,49.2
8,155,62,129,51.6
