OBC_o3
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
58.3333333333
