OBC_o3
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
52.1428571429
