suite_size,killed_105,score_105,killed_11,score_11
4,154,61.6,128,51.2
5,171,68.4,146,58.4
7,157,62.8,130,52
7,162,64.8,134,53.6
7,168,67.2,140,56
8,156,62.4,128,51.2
6,179,71.6,151,60.4
8,177,70.8,150,60
7,169,67.6,141,56.4
6,162,64.8,134,53.6
8,165,66,140,56
7,153,61.2,125,50
6,157,62.8,132,52.8
11,159,63.6,135,54
7,179,71.6,154,61.6
6,167,66.8,140,56
10,159,63.6,136,54.4
5,156,62.4,130,52
7,155,62,127,50.8
8,163,65.2,138,55.2
6,163,65.2,139,55.6
7,158,63.2,129,51.6
6,153,61.2,124,49.6
6,173,69.2,144,57.6
7,163,65.2,136,54.4
5,150,60,123,49.2
4,146,58.4,119,47.6
9,171,68.4,144,57.6
7,144,57.6,118,47.2
4,154,61.6,128,51.2
6,150,60,124,49.6
8,143,57.2,116,46.4
6,166,66.4,138,55.2
10,156,62.4,128,51.2
8,164,65.6,139,55.6
8,169,67.6,141,56.4
7,154,61.6,128,51.2
7,173,69.2,147,58.8
5,163,65.2,139,55.6
9,168,67.2,139,55.6
