suite_size,killed_105,score_105,killed_11,score_11
7,153,61.2,128,51.2
12,169,67.6,144,57.6
6,159,63.6,133,53.2
8,164,65.6,140,56
8,164,65.6,139,55.6
9,163,65.2,138,55.2
8,171,68.4,147,58.8
4,159,63.6,131,52.4
7,166,66.4,141,56.4
5,151,60.4,124,49.6
8,167,66.8,141,56.4
7,158,63.2,134,53.6
5,154,61.6,128,51.2
9,173,69.2,148,59.2
6,160,64,134,53.6
8,162,64.8,138,55.2
9,171,68.4,145,58
6,154,61.6,130,52
11,167,66.8,141,56.4
8,170,68,144,57.6
9,169,67.6,142,56.8
8,192,76.8,166,66.4
6,152,60.8,126,50.4
9,167,66.8,143,57.2
6,162,64.8,136,54.4
9,166,66.4,142,56.8
10,158,63.2,134,53.6
8,173,69.2,145,58
5,163,65.2,136,54.4
7,157,62.8,132,52.8
11,167,66.8,143,57.2
5,154,61.6,130,52
5,155,62,131,52.4
6,156,62.4,130,52
5,169,67.6,142,56.8
5,151,60.4,127,50.8
5,163,65.2,138,55.2
10,176,70.4,150,60
10,160,64,136,54.4
5,155,62,131,52.4
