suite_size,killed_105,score_105,killed_11,score_11
8,160,64,136,54.4
6,153,61.2,127,50.8
7,157,62.8,131,52.4
6,159,63.6,135,54
6,157,62.8,130,52
5,149,59.6,123,49.2
7,154,61.6,128,51.2
5,158,63.2,133,53.2
6,159,63.6,134,53.6
5,165,66,138,55.2
9,167,66.8,143,57.2
9,171,68.4,145,58
9,164,65.6,140,56
11,161,64.4,135,54
7,157,62.8,130,52
6,156,62.4,129,51.6
10,161,64.4,137,54.8
8,160,64,134,53.6
9,164,65.6,138,55.2
8,171,68.4,144,57.6
7,165,66,140,56
5,159,63.6,133,53.2
6,164,65.6,138,55.2
7,164,65.6,138,55.2
7,165,66,141,56.4
7,166,66.4,140,56
7,176,70.4,151,60.4
9,160,64,135,54
8,158,63.2,135,54
7,159,63.6,135,54
8,161,64.4,135,54
7,160,64,135,54
8,165,66,139,55.6
8,163,65.2,139,55.6
7,159,63.6,133,53.2
6,167,66.8,142,56.8
6,168,67.2,143,57.2
8,174,69.6,148,59.2
7,164,65.6,138,55.2
6,165,66,141,56.4
