suite_size,killed_105,score_105,killed_11,score_11
4,148,59.2,121,48.4
9,169,67.6,141,56.4
6,151,60.4,122,48.8
6,154,61.6,126,50.4
6,154,61.6,127,50.8
5,171,68.4,144,57.6
7,153,61.2,126,50.4
5,159,63.6,131,52.4
8,160,64,135,54
7,159,63.6,132,52.8
5,156,62.4,129,51.6
8,167,66.8,140,56
3,147,58.8,120,48
7,155,62,129,51.6
6,176,70.4,151,60.4
5,159,63.6,132,52.8
3,144,57.6,118,47.2
10,166,66.4,142,56.8
5,161,64.4,133,53.2
5,154,61.6,127,50.8
7,171,68.4,144,57.6
3,157,62.8,131,52.4
7,158,63.2,133,53.2
5,148,59.2,121,48.4
8,161,64.4,135,54
10,167,66.8,140,56
7,158,63.2,131,52.4
9,161,64.4,136,54.4
4,147,58.8,120,48
3,152,60.8,125,50
6,151,60.4,127,50.8
3,147,58.8,123,49.2
5,150,60,126,50.4
5,161,64.4,135,54
4,133,53.2,105,42
5,146,58.4,120,48
6,152,60.8,125,50
6,157,62.8,134,53.6
3,144,57.6,114,45.6
6,159,63.6,132,52.8
